age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
29,8,0,Master,Full-time,35,Same Religion,0,7,1,Collaborative,4,0,0,0,9,5,Love,0,0,8,1
28,4,2,High School,Homemaker,65,Same Religion,0,6,1,Collaborative,5,0,0,1,7,6,Love,1,0,6,1
24,5,5,Master,Full-time,56,Same Religion,1,8,2,Avoidant,6,0,0,1,7,3,Love,1,0,10,1
38,8,2,Bachelor,Full-time,40,Different Religion,1,4,2,Collaborative,2,0,0,0,1,5,Love,1,0,4,1
31,1,0,Bachelor,Full-time,36,Same Religion,1,8,2,Collaborative,3,0,0,1,8,2,Love,1,0,1,1
18,1,3,Bachelor,Full-time,46,Same Religion,1,6,1,Aggressive,5,0,0,0,7,3,Love,0,0,5,1
28,21,0,PhD,Full-time,44,Not Religious,1,8,2,Collaborative,1,0,1,0,6,1,Love,1,0,7,0
24,1,1,High School,Part-time,56,Not Religious,1,5,1,Aggressive,3,1,0,0,6,1,Arranged,0,0,6,1
32,12,2,Bachelor,Part-time,51,Different Religion,0,9,2,Collaborative,7,0,1,0,8,4,Other,0,0,6,0
24,25,0,Bachelor,Part-time,68,Not Religious,1,8,2,Collaborative,7,0,1,0,9,1,Arranged,1,0,8,0
27,3,1,High School,Part-time,76,Same Religion,1,7,2,Aggressive,1,0,0,0,7,0,Love,0,0,4,0
30,4,2,High School,Unemployed,29,Not Religious,0,7,4,Aggressive,5,0,0,1,3,4,Arranged,0,0,5,0
32,8,1,Master,Full-time,55,Same Religion,1,9,3,Passive,2,0,0,1,7,3,Love,1,0,7,1
21,21,0,High School,Part-time,41,Same Religion,1,10,1,Collaborative,3,0,0,0,6,2,Love,0,0,6,0
26,28,1,High School,Part-time,38,Not Religious,1,5,4,Collaborative,3,0,0,0,8,2,Love,1,0,8,1
25,13,3,No Formal Education,Homemaker,29,Same Religion,1,5,0,Collaborative,7,0,0,0,6,2,Love,0,0,6,1
24,1,3,Master,Full-time,27,Same Religion,1,9,1,Avoidant,7,0,0,0,7,5,Other,1,0,9,0
36,11,0,High School,Full-time,50,Same Religion,1,1,2,Avoidant,4,0,0,0,3,3,Love,1,0,6,1
30,5,5,Bachelor,Part-time,68,Same Religion,1,1,2,Aggressive,1,0,0,0,5,2,Other,1,0,8,0
21,6,4,Bachelor,Unemployed,68,Same Religion,0,5,4,Passive,1,0,0,0,4,2,Love,0,0,5,0
32,1,2,Master,Full-time,39,Different Religion,1,7,1,Collaborative,8,0,0,1,5,3,Other,0,0,7,1
38,2,0,Master,Part-time,37,Not Religious,1,4,1,Passive,4,0,0,0,6,2,Love,0,0,6,0
33,15,1,Master,Full-time,65,Same Religion,1,4,1,Avoidant,4,0,0,0,7,1,Love,0,0,5,0
20,6,0,High School,Homemaker,51,Different Religion,1,5,3,Collaborative,2,0,0,0,5,2,Arranged,1,0,8,0
25,3,1,Bachelor,Full-time,78,Same Religion,1,9,6,Avoidant,7,0,0,0,7,3,Love,1,0,7,1
34,4,1,High School,Full-time,38,Same Religion,1,5,3,Collaborative,7,0,0,0,6,3,Arranged,0,0,5,1
24,19,3,High School,Full-time,23,Different Religion,1,8,2,Aggressive,4,0,0,0,5,0,Love,1,0,6,1
30,13,1,Master,Full-time,72,Not Religious,0,6,3,Collaborative,3,1,0,0,7,1,Love,0,0,7,0
31,3,0,High School,Full-time,22,Same Religion,1,9,2,Aggressive,5,1,0,0,4,3,Love,1,0,6,0
23,1,1,Bachelor,Unemployed,31,Same Religion,1,6,1,Collaborative,1,0,0,0,7,1,Arranged,0,0,2,0
27,2,2,Master,Homemaker,47,Same Religion,0,7,2,Avoidant,6,1,0,0,4,0,Love,1,0,5,1
18,25,0,Bachelor,Full-time,54,Not Religious,1,7,0,Aggressive,4,1,1,0,10,7,Love,1,0,5,1
22,8,2,High School,Part-time,72,Same Religion,1,6,2,Avoidant,5,0,1,1,9,3,Love,1,0,9,0
26,7,0,Master,Full-time,40,Same Religion,0,8,1,Collaborative,5,0,0,1,4,1,Arranged,0,0,5,1
21,9,1,PhD,Full-time,86,Not Religious,1,7,1,Avoidant,7,1,0,0,5,4,Other,1,0,7,0
36,4,1,Master,Full-time,30,Same Religion,1,7,1,Aggressive,7,0,0,0,5,6,Arranged,0,0,4,0
20,16,3,Bachelor,Full-time,53,Not Religious,1,2,1,Collaborative,8,0,0,0,5,4,Love,1,0,6,1
25,7,1,High School,Part-time,77,Not Religious,1,4,0,Aggressive,5,0,0,0,8,6,Arranged,1,0,8,1
28,1,1,High School,Full-time,78,Same Religion,1,4,2,Collaborative,5,1,1,0,7,1,Arranged,1,0,8,0
35,1,2,Bachelor,Homemaker,10,Same Religion,1,7,2,Avoidant,3,0,0,0,5,2,Arranged,0,1,8,1
20,7,4,High School,Part-time,114,Same Religion,1,6,3,Passive,4,0,0,0,5,2,Love,0,0,5,0
33,27,2,Master,Unemployed,54,Not Religious,1,5,3,Collaborative,6,0,0,0,7,4,Love,1,0,7,1
28,3,1,Bachelor,Homemaker,66,Same Religion,0,4,3,Collaborative,5,0,0,0,4,1,Arranged,0,0,3,1
23,20,1,Bachelor,Homemaker,53,Different Religion,1,8,3,Passive,8,0,0,0,7,4,Arranged,1,0,7,1
30,14,0,Master,Part-time,103,Same Religion,1,5,3,Passive,4,0,0,0,4,8,Love,0,0,4,0
28,2,2,Master,Full-time,86,Same Religion,0,1,3,Aggressive,1,0,0,0,7,3,Love,1,0,5,0
24,1,2,Bachelor,Full-time,102,Same Religion,1,6,3,Avoidant,5,0,0,0,5,1,Other,1,0,4,1
28,1,2,PhD,Unemployed,69,Same Religion,1,5,4,Aggressive,7,0,1,1,6,1,Love,0,0,8,0
26,13,1,No Formal Education,Part-time,78,Same Religion,1,8,0,Avoidant,6,0,0,0,5,2,Love,1,0,9,1
28,2,2,PhD,Homemaker,39,Same Religion,0,5,0,Collaborative,6,0,0,0,8,2,Love,0,0,2,1
31,4,2,Master,Full-time,55,Same Religion,0,6,1,Collaborative,8,0,0,0,8,2,Love,0,0,4,1
35,6,2,Master,Full-time,78,Same Religion,0,7,1,Passive,6,0,0,1,7,4,Love,1,0,5,0
21,12,1,Bachelor,Full-time,66,Same Religion,1,2,3,Collaborative,1,1,0,1,8,2,Love,0,0,1,1
38,1,3,High School,Unemployed,62,Same Religion,1,5,2,Collaborative,7,0,0,0,7,4,Arranged,1,0,8,1
18,5,3,High School,Full-time,44,Same Religion,1,5,5,Aggressive,6,0,0,0,5,4,Love,1,0,5,1
27,6,1,High School,Full-time,83,Same Religion,0,5,3,Collaborative,5,0,0,1,4,1,Love,0,0,3,1
30,7,3,High School,Full-time,83,Different Religion,1,5,1,Collaborative,2,1,0,0,6,0,Arranged,0,0,6,0
29,17,2,Bachelor,Full-time,81,Same Religion,1,6,0,Collaborative,3,0,0,0,6,10,Love,1,0,2,0
24,1,4,High School,Full-time,66,Not Religious,1,6,2,Collaborative,1,0,0,0,6,7,Love,1,0,5,0
26,16,2,PhD,Part-time,60,Same Religion,1,7,0,Aggressive,4,0,0,0,4,5,Love,1,0,8,0
25,11,3,Master,Full-time,82,Not Religious,1,7,6,Aggressive,3,0,0,1,6,2,Love,1,0,4,0
25,8,1,High School,Part-time,79,Same Religion,1,8,5,Avoidant,5,1,1,0,7,2,Love,1,1,7,1
32,12,3,High School,Homemaker,42,Same Religion,1,8,3,Collaborative,9,0,0,0,9,5,Love,1,0,8,0
29,5,1,Master,Homemaker,66,Same Religion,1,9,2,Aggressive,7,0,0,0,6,4,Love,0,0,10,0
24,1,3,Master,Part-time,73,Same Religion,1,9,4,Aggressive,5,0,0,1,4,2,Love,1,0,7,0
32,10,0,PhD,Part-time,47,Same Religion,1,5,4,Collaborative,3,0,0,0,6,4,Arranged,0,0,6,0
29,7,0,No Formal Education,Full-time,78,Different Religion,1,5,0,Aggressive,2,0,0,0,6,1,Love,1,0,5,0
32,10,1,No Formal Education,Homemaker,74,Same Religion,1,6,1,Aggressive,8,1,0,0,5,2,Love,0,0,4,0
31,4,2,Bachelor,Full-time,52,Same Religion,0,8,2,Collaborative,2,0,0,0,5,4,Love,1,0,3,0
23,23,1,High School,Full-time,33,Different Religion,1,6,1,Passive,2,0,1,0,8,4,Arranged,1,0,6,1
25,8,0,Master,Full-time,72,Same Religion,1,8,1,Avoidant,10,0,1,0,5,5,Arranged,1,0,6,0
31,1,2,High School,Full-time,99,Same Religion,1,2,2,Collaborative,5,0,0,0,6,1,Love,1,0,7,0
31,5,0,Master,Full-time,65,Same Religion,1,2,3,Avoidant,10,0,0,1,4,2,Arranged,0,0,7,1
27,14,3,Bachelor,Unemployed,73,Same Religion,1,9,1,Aggressive,4,0,0,0,6,3,Love,0,0,3,0
28,15,2,Master,Part-time,37,Same Religion,0,7,2,Aggressive,8,0,0,1,5,2,Love,0,0,5,1
34,6,2,High School,Part-time,59,Same Religion,1,9,1,Collaborative,6,0,0,1,4,4,Love,0,0,5,1
25,22,1,Bachelor,Full-time,58,Same Religion,0,3,4,Passive,3,1,0,0,3,1,Love,1,0,7,0
30,3,0,Bachelor,Unemployed,42,Same Religion,0,7,1,Avoidant,3,0,1,1,7,3,Love,1,0,6,1
26,5,0,PhD,Full-time,69,Same Religion,1,3,2,Collaborative,1,0,0,0,5,3,Love,1,0,4,0
26,22,1,High School,Full-time,68,Not Religious,1,8,1,Aggressive,3,0,0,0,4,2,Love,0,0,5,0
33,22,2,PhD,Part-time,54,Not Religious,1,6,0,Passive,7,0,0,0,5,4,Love,0,0,4,1
32,11,4,Master,Homemaker,60,Same Religion,1,6,1,Aggressive,5,0,0,0,7,5,Love,1,0,1,1
32,19,3,Master,Full-time,101,Same Religion,1,8,0,Collaborative,4,1,0,0,7,5,Love,1,0,9,0
34,1,3,Master,Part-time,48,Same Religion,1,6,1,Avoidant,5,1,0,0,6,6,Love,0,0,7,0
28,20,2,Bachelor,Part-time,37,Same Religion,1,6,4,Passive,7,0,1,0,8,2,Love,1,0,4,1
31,3,1,High School,Homemaker,37,Same Religion,1,3,0,Avoidant,2,0,0,1,8,1,Love,0,0,8,0
26,1,0,High School,Full-time,65,Same Religion,1,9,2,Avoidant,6,0,0,0,6,4,Arranged,1,0,7,1
29,2,2,Master,Full-time,10,Same Religion,1,6,3,Collaborative,1,0,0,0,7,0,Love,0,0,6,0
27,5,0,Master,Full-time,50,Not Religious,1,7,2,Passive,1,1,0,1,7,6,Love,1,0,5,1
28,2,4,High School,Full-time,41,Not Religious,0,3,1,Passive,3,0,0,0,7,0,Love,1,0,4,1
30,3,2,Bachelor,Full-time,59,Not Religious,1,9,2,Avoidant,4,0,0,0,7,3,Love,1,0,9,0
23,1,0,Bachelor,Homemaker,59,Same Religion,1,7,3,Aggressive,4,0,0,1,5,1,Love,0,0,7,0
38,3,0,High School,Full-time,67,Not Religious,1,10,1,Passive,5,0,0,0,5,8,Love,0,0,7,0
22,8,1,Bachelor,Homemaker,72,Same Religion,0,8,2,Avoidant,6,0,1,0,7,5,Other,0,0,4,0
21,5,1,High School,Full-time,83,Same Religion,0,1,4,Collaborative,3,0,0,0,7,3,Love,0,0,5,0
33,4,2,High School,Homemaker,53,Not Religious,0,8,1,Aggressive,2,1,0,0,9,4,Love,0,0,6,1
31,13,0,Bachelor,Part-time,47,Not Religious,1,8,0,Collaborative,8,0,0,0,9,4,Arranged,1,0,9,0
31,22,0,Bachelor,Full-time,77,Different Religion,1,7,7,Collaborative,8,1,0,0,8,2,Love,1,0,8,0
31,14,1,High School,Part-time,27,Same Religion,1,7,2,Collaborative,5,0,0,0,2,2,Love,1,0,7,1
27,4,2,Bachelor,Full-time,75,Same Religion,1,6,1,Collaborative,6,0,0,1,8,1,Love,1,0,6,1
23,13,1,High School,Full-time,63,Different Religion,0,6,1,Collaborative,7,1,0,0,6,4,Love,0,0,8,0
28,1,3,High School,Full-time,69,Not Religious,1,9,2,Collaborative,7,1,0,0,4,3,Love,0,0,9,0
24,1,1,High School,Full-time,67,Different Religion,1,9,3,Collaborative,2,0,1,0,5,4,Love,1,0,8,0
32,4,1,High School,Part-time,63,Same Religion,0,6,4,Collaborative,4,1,0,0,4,2,Love,1,0,8,0
27,16,3,High School,Unemployed,64,Same Religion,1,5,3,Collaborative,1,0,0,1,8,1,Love,1,0,7,1
23,2,2,Master,Full-time,38,Same Religion,1,9,2,Collaborative,6,0,1,0,7,5,Love,1,0,6,0
26,1,2,Bachelor,Homemaker,47,Not Religious,1,8,6,Passive,6,0,0,1,2,5,Love,1,0,5,0
30,1,1,High School,Homemaker,96,Same Religion,1,7,4,Aggressive,2,0,0,0,6,3,Love,0,0,9,0
25,19,3,High School,Full-time,73,Same Religion,1,4,1,Collaborative,7,1,0,1,4,4,Arranged,1,0,6,0
23,10,2,High School,Full-time,81,Not Religious,0,3,3,Passive,7,0,0,0,8,5,Love,0,0,4,1
29,2,2,Master,Full-time,53,Same Religion,1,8,1,Aggressive,9,0,0,0,4,4,Arranged,1,0,6,0
29,8,2,Bachelor,Part-time,62,Not Religious,1,5,1,Collaborative,5,0,1,0,1,1,Love,0,0,7,0
25,7,1,High School,Full-time,71,Not Religious,1,5,3,Aggressive,6,0,1,0,7,5,Arranged,1,0,6,1
25,10,2,Bachelor,Full-time,84,Same Religion,1,7,2,Avoidant,8,0,0,0,7,6,Other,1,0,4,1
29,2,1,Bachelor,Part-time,57,Same Religion,1,5,1,Aggressive,2,0,1,0,8,3,Love,0,0,8,0
20,19,0,High School,Part-time,70,Different Religion,0,5,2,Collaborative,5,0,0,1,6,3,Love,0,0,8,0
20,3,2,Bachelor,Full-time,74,Same Religion,1,5,6,Aggressive,2,0,0,1,6,0,Love,1,0,2,1
24,11,1,Bachelor,Homemaker,79,Same Religion,1,7,1,Aggressive,5,1,0,0,7,8,Arranged,1,0,7,0
26,1,4,High School,Part-time,56,Same Religion,1,4,3,Aggressive,4,0,0,0,8,3,Love,1,0,7,0
29,4,2,Bachelor,Full-time,86,Same Religion,1,3,1,Avoidant,3,0,0,0,6,1,Love,0,0,8,0
35,4,1,Master,Part-time,32,Same Religion,1,4,2,Collaborative,7,0,0,0,5,2,Love,1,0,3,0
32,7,0,Bachelor,Full-time,37,Same Religion,1,9,0,Avoidant,3,0,1,0,1,7,Arranged,1,0,5,0
27,1,0,Bachelor,Full-time,70,Same Religion,1,5,1,Passive,4,1,0,1,6,4,Love,1,0,8,1
27,15,2,Bachelor,Full-time,69,Same Religion,1,7,2,Aggressive,8,0,0,0,9,2,Arranged,1,0,7,0
22,2,1,Bachelor,Full-time,55,Same Religion,1,5,2,Collaborative,10,1,0,0,7,3,Love,1,0,6,0
27,11,1,Master,Full-time,51,Same Religion,0,6,2,Aggressive,9,0,0,1,8,2,Love,1,0,10,0
26,16,2,Bachelor,Full-time,51,Different Religion,1,9,1,Passive,6,0,1,0,7,5,Arranged,1,0,9,0
29,8,0,High School,Part-time,42,Same Religion,1,6,2,Aggressive,7,0,0,1,7,2,Arranged,0,0,5,1
23,13,4,Bachelor,Part-time,59,Not Religious,1,9,2,Collaborative,6,1,1,0,4,3,Love,0,0,7,0
30,10,1,Bachelor,Full-time,29,Same Religion,1,10,2,Collaborative,1,0,0,1,5,6,Love,0,0,4,0
35,4,0,Bachelor,Full-time,83,Same Religion,1,9,0,Avoidant,1,1,0,0,4,0,Love,0,0,7,0
27,16,2,Master,Unemployed,68,Different Religion,0,5,3,Avoidant,4,0,0,0,7,2,Love,1,0,9,0
30,3,0,Master,Full-time,86,Same Religion,0,6,2,Collaborative,10,0,0,0,8,5,Love,1,0,6,1
31,8,0,High School,Full-time,63,Same Religion,1,9,2,Collaborative,2,0,0,1,8,3,Love,1,0,7,0
25,13,0,PhD,Full-time,59,Same Religion,1,8,3,Aggressive,7,0,0,0,4,4,Love,0,0,2,0
29,4,0,Bachelor,Unemployed,63,Same Religion,1,8,1,Collaborative,2,0,0,0,5,2,Love,0,0,6,0
28,3,4,Master,Unemployed,46,Same Religion,1,8,1,Collaborative,7,1,0,0,3,3,Other,1,0,6,0
28,6,2,Master,Unemployed,35,Same Religion,1,9,2,Passive,6,0,0,1,4,5,Love,0,0,7,1
24,17,4,Bachelor,Full-time,40,Same Religion,0,4,3,Collaborative,2,0,1,0,4,4,Arranged,1,0,5,1
28,26,1,Bachelor,Unemployed,51,Not Religious,1,6,1,Aggressive,5,0,0,0,9,2,Arranged,1,0,4,1
30,7,2,PhD,Full-time,42,Different Religion,1,5,3,Avoidant,7,1,0,0,5,2,Love,0,0,8,1
35,10,1,High School,Full-time,87,Same Religion,1,6,3,Aggressive,6,0,0,0,3,4,Love,1,0,4,0
32,23,0,High School,Part-time,46,Not Religious,1,6,1,Aggressive,8,0,0,1,4,3,Love,1,0,4,0
38,1,1,Bachelor,Part-time,68,Same Religion,1,6,1,Collaborative,7,0,0,0,8,4,Love,1,0,6,0
24,2,2,Master,Full-time,72,Same Religion,0,5,2,Collaborative,10,0,0,1,6,3,Love,0,1,10,1
32,12,2,PhD,Full-time,85,Different Religion,1,3,0,Collaborative,9,0,0,1,4,3,Love,1,0,6,1
28,17,2,High School,Unemployed,74,Same Religion,1,3,3,Collaborative,6,0,0,0,9,2,Arranged,0,0,5,0
38,19,1,Master,Homemaker,57,Same Religion,0,10,1,Aggressive,7,0,0,0,7,2,Arranged,0,0,5,1
23,5,1,High School,Part-time,94,Same Religion,0,8,3,Aggressive,4,0,0,0,4,4,Love,1,0,7,0
23,1,2,No Formal Education,Full-time,35,Same Religion,0,7,2,Avoidant,6,0,0,1,6,5,Love,0,0,7,0
25,5,0,Bachelor,Unemployed,41,Same Religion,1,1,1,Passive,7,0,0,0,8,1,Arranged,1,0,5,0
18,2,0,High School,Unemployed,64,Different Religion,0,4,4,Collaborative,4,1,0,0,5,1,Love,0,0,2,1
25,3,1,High School,Part-time,62,Same Religion,0,7,2,Avoidant,9,0,0,0,7,5,Arranged,1,0,5,1
24,14,2,High School,Full-time,76,Same Religion,0,8,2,Aggressive,4,0,0,0,7,7,Love,1,0,9,0
28,1,3,High School,Full-time,63,Same Religion,0,5,2,Avoidant,6,0,0,0,4,2,Love,1,0,5,1
29,17,2,Master,Full-time,67,Not Religious,0,7,2,Passive,5,0,0,0,4,3,Love,0,0,6,1
37,5,1,High School,Full-time,80,Same Religion,1,6,3,Aggressive,9,0,0,0,1,1,Arranged,1,0,3,0
32,9,2,No Formal Education,Full-time,63,Same Religion,1,8,4,Collaborative,2,0,0,0,5,4,Love,0,0,7,0
25,1,1,Bachelor,Part-time,74,Different Religion,1,6,2,Aggressive,2,0,0,0,2,3,Love,1,0,5,0
23,4,3,Bachelor,Full-time,45,Same Religion,1,6,2,Collaborative,4,0,0,0,2,5,Love,1,0,6,0
30,1,1,High School,Unemployed,46,Same Religion,1,5,4,Passive,4,1,0,0,2,1,Love,1,0,5,0
21,32,0,Master,Full-time,78,Same Religion,1,8,2,Aggressive,5,0,0,0,5,1,Love,0,1,3,1
37,16,1,Bachelor,Full-time,62,Same Religion,1,7,1,Aggressive,2,0,0,0,8,4,Love,0,0,5,0
33,6,0,Master,Unemployed,63,Same Religion,1,4,1,Aggressive,6,1,0,0,4,3,Arranged,0,0,10,1
25,2,3,No Formal Education,Full-time,46,Same Religion,1,7,1,Avoidant,2,1,0,1,8,5,Arranged,1,1,8,1
19,27,1,High School,Full-time,52,Same Religion,1,6,2,Collaborative,5,0,0,0,8,4,Arranged,0,0,6,1
34,4,2,High School,Full-time,66,Not Religious,1,8,0,Aggressive,8,0,0,0,4,1,Love,1,0,5,1
27,1,1,Master,Unemployed,54,Same Religion,0,6,0,Collaborative,7,0,0,0,2,2,Love,0,0,5,0
34,8,4,Master,Homemaker,43,Same Religion,1,4,2,Collaborative,4,1,0,0,8,3,Love,0,0,8,1
20,28,0,Bachelor,Part-time,43,Not Religious,1,5,4,Avoidant,3,0,0,0,8,2,Love,0,0,6,1
25,1,0,Bachelor,Unemployed,47,Same Religion,1,10,4,Collaborative,10,0,0,0,6,3,Arranged,1,0,5,0
28,2,2,Bachelor,Full-time,53,Same Religion,1,6,1,Collaborative,7,0,0,0,6,5,Love,1,0,5,1
28,27,1,Bachelor,Homemaker,54,Same Religion,0,8,2,Avoidant,7,0,0,0,6,8,Love,1,0,6,0
25,1,2,High School,Homemaker,91,Same Religion,1,3,1,Avoidant,8,0,0,0,7,3,Love,1,0,10,0
31,1,1,Bachelor,Part-time,78,Same Religion,1,7,2,Aggressive,6,0,0,0,8,4,Love,1,0,4,0
22,8,1,High School,Unemployed,66,Same Religion,0,3,2,Aggressive,6,1,0,0,5,0,Love,1,0,6,1
27,19,0,Bachelor,Part-time,97,Not Religious,0,6,5,Aggressive,6,0,0,0,4,5,Other,0,0,6,0
28,6,2,No Formal Education,Full-time,58,Same Religion,1,5,0,Collaborative,6,1,0,0,5,6,Love,1,0,8,0
30,40,1,Master,Homemaker,70,Same Religion,1,4,3,Avoidant,4,0,0,0,6,2,Arranged,1,1,10,0
31,11,0,PhD,Part-time,67,Same Religion,1,4,6,Collaborative,5,1,0,1,7,3,Love,1,0,8,0
22,1,2,Master,Part-time,69,Different Religion,1,6,2,Collaborative,9,0,0,0,8,3,Arranged,1,0,4,0
20,40,2,Bachelor,Part-time,45,Same Religion,0,2,2,Avoidant,7,0,1,1,7,4,Love,1,0,7,1
34,5,1,Master,Homemaker,54,Different Religion,0,3,3,Aggressive,3,0,0,0,7,3,Love,1,0,8,0
29,3,1,PhD,Unemployed,44,Different Religion,1,6,0,Aggressive,7,0,0,0,5,2,Love,1,0,5,1
24,8,2,PhD,Full-time,68,Same Religion,0,3,1,Aggressive,5,0,1,0,2,0,Love,1,0,4,1
35,3,1,Bachelor,Full-time,60,Same Religion,1,3,1,Collaborative,3,0,0,0,8,2,Love,0,0,7,0
28,1,1,High School,Homemaker,22,Same Religion,1,10,1,Avoidant,6,0,0,0,10,4,Love,1,0,7,0
33,1,2,High School,Part-time,70,Same Religion,1,9,3,Avoidant,3,0,1,0,5,1,Love,1,0,6,0
28,5,0,High School,Homemaker,64,Same Religion,0,4,2,Collaborative,3,0,0,1,8,4,Love,1,0,3,0
38,18,3,No Formal Education,Unemployed,94,Not Religious,0,7,3,Collaborative,8,0,0,0,3,1,Love,1,0,7,0
36,8,2,Bachelor,Part-time,79,Different Religion,1,4,1,Collaborative,2,0,0,0,5,7,Love,0,0,8,0
26,40,1,Master,Full-time,82,Same Religion,1,4,1,Collaborative,6,0,0,0,3,4,Love,1,0,7,0
32,3,3,Bachelor,Full-time,37,Different Religion,1,1,5,Aggressive,7,0,1,0,9,1,Love,0,0,5,0
31,3,5,Bachelor,Part-time,82,Different Religion,0,9,2,Aggressive,3,0,1,0,5,10,Love,0,0,7,0
34,1,1,High School,Full-time,56,Same Religion,1,7,2,Aggressive,8,0,0,0,6,3,Love,1,0,8,0
23,1,1,High School,Unemployed,46,Same Religion,1,7,2,Collaborative,7,0,0,0,7,7,Love,1,0,6,0
31,3,2,Bachelor,Unemployed,13,Same Religion,1,7,3,Collaborative,10,0,0,0,10,4,Love,0,0,6,0
33,15,2,Bachelor,Full-time,86,Same Religion,1,6,5,Collaborative,5,0,0,0,4,2,Love,0,0,6,1
19,23,0,High School,Unemployed,54,Same Religion,1,5,3,Collaborative,10,0,0,0,8,0,Arranged,1,0,7,1
22,36,0,Master,Full-time,58,Not Religious,0,6,0,Collaborative,2,1,0,0,4,1,Love,1,0,4,0
18,2,4,Bachelor,Full-time,66,Same Religion,1,9,2,Aggressive,3,0,0,0,6,4,Love,1,0,8,1
26,21,1,Master,Full-time,97,Not Religious,1,6,1,Aggressive,8,0,0,1,10,2,Love,0,0,7,1
31,3,0,High School,Homemaker,55,Same Religion,1,10,3,Passive,4,0,0,0,6,4,Arranged,1,0,8,1
35,1,0,Bachelor,Full-time,60,Same Religion,1,4,2,Collaborative,4,0,0,0,8,3,Love,1,0,5,1
28,20,2,High School,Full-time,79,Not Religious,1,3,0,Collaborative,10,0,0,0,6,4,Love,0,0,7,0
36,10,2,Master,Full-time,54,Same Religion,1,4,2,Avoidant,7,1,0,0,6,4,Love,1,0,7,0
21,1,3,Bachelor,Full-time,43,Not Religious,1,6,1,Collaborative,6,0,0,0,7,3,Arranged,0,0,8,1
19,5,1,Bachelor,Part-time,16,Same Religion,1,9,2,Collaborative,6,0,0,0,4,4,Love,0,0,5,0
27,3,2,PhD,Full-time,87,Not Religious,1,5,0,Collaborative,6,0,0,0,7,6,Arranged,1,0,5,1
29,13,2,High School,Unemployed,65,Same Religion,1,3,1,Avoidant,1,0,1,0,3,0,Arranged,1,0,5,1
27,6,2,High School,Full-time,71,Same Religion,1,6,1,Aggressive,5,0,0,1,4,0,Love,0,0,6,0
18,40,0,Master,Part-time,50,Different Religion,1,8,1,Aggressive,3,0,0,1,9,6,Love,0,0,7,0
27,1,1,Bachelor,Full-time,74,Different Religion,1,6,0,Collaborative,8,1,0,0,4,3,Love,0,0,6,0
21,4,2,High School,Homemaker,48,Same Religion,1,6,3,Passive,3,0,1,0,8,3,Love,1,0,8,1
31,6,0,Bachelor,Full-time,63,Not Religious,1,6,2,Aggressive,4,1,0,1,1,3,Arranged,1,0,7,0
29,6,0,High School,Unemployed,62,Different Religion,1,6,2,Collaborative,2,0,0,0,5,1,Love,1,0,6,0
23,3,3,High School,Unemployed,83,Same Religion,1,10,3,Avoidant,7,0,0,0,5,5,Arranged,1,0,9,0
25,13,2,Bachelor,Unemployed,73,Same Religion,1,9,2,Avoidant,9,1,0,0,5,5,Love,1,0,4,0
22,20,2,Master,Unemployed,47,Same Religion,1,10,3,Avoidant,3,0,0,0,6,7,Arranged,0,0,8,0
27,27,1,Bachelor,Full-time,72,Same Religion,1,10,1,Collaborative,3,1,1,0,7,4,Love,0,0,9,1
32,16,1,Bachelor,Part-time,53,Same Religion,1,9,1,Avoidant,8,0,0,0,5,5,Love,0,0,5,0
23,19,0,Master,Full-time,44,Different Religion,1,5,2,Collaborative,5,1,0,0,7,2,Arranged,1,0,8,0
30,7,3,Bachelor,Unemployed,71,Different Religion,1,8,3,Aggressive,6,0,0,0,6,3,Love,1,0,7,0
25,17,1,Master,Homemaker,64,Same Religion,0,10,0,Collaborative,6,0,0,0,8,4,Love,0,0,3,1
24,3,0,Master,Homemaker,36,Same Religion,1,7,2,Passive,4,0,0,0,9,1,Love,1,0,6,0
27,5,3,High School,Full-time,50,Not Religious,1,5,1,Passive,4,0,0,0,7,2,Love,1,0,7,1
22,3,1,Bachelor,Full-time,75,Same Religion,1,9,1,Collaborative,3,1,1,0,8,1,Love,0,0,8,0
25,6,2,No Formal Education,Full-time,68,Same Religion,1,3,1,Collaborative,2,0,1,1,6,6,Love,0,0,10,1
22,3,1,No Formal Education,Full-time,69,Different Religion,0,6,3,Collaborative,1,0,0,1,8,4,Other,1,0,7,1
37,32,0,High School,Full-time,97,Different Religion,1,8,1,Avoidant,5,1,0,0,6,2,Love,0,0,6,0
28,3,2,High School,Full-time,80,Not Religious,1,6,1,Aggressive,5,1,0,0,6,3,Love,0,0,6,1
24,1,0,High School,Homemaker,58,Not Religious,1,7,1,Passive,6,1,1,1,2,5,Love,1,0,8,1
29,7,1,Bachelor,Part-time,52,Not Religious,0,7,2,Collaborative,7,1,1,0,7,3,Love,0,0,8,1
27,1,1,Bachelor,Part-time,46,Same Religion,1,7,0,Aggressive,6,0,0,0,7,2,Love,0,0,5,0
26,1,1,Bachelor,Full-time,51,Same Religion,1,6,2,Aggressive,2,1,0,0,4,3,Love,0,0,6,0
